,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
2977,2977,0.136190573,0.44913974,0.13603959,0.027933609,0.00802296,0.440905025,-3825.798874,0.000150983,0.421206132
2978,2978,0.135757359,0.443531496,0.140124757,0.022547073,0.008753872,0.440368122,-3825.830882,-0.004367398,0.420984423
2979,2979,0.127966963,0.431616616,0.131099908,0.023344923,0.010314224,0.441981947,-3826.378792,-0.003132945,0.408271692
2980,2980,0.123631807,0.433672175,0.131559615,0.024356409,0.010135868,0.441113236,-3826.395625,-0.007927808,0.409315767
2981,2981,0.122595536,0.433621208,0.108024605,0.020141455,0.008783471,0.43659448,-3830.857176,0.014570931,0.413479754
2982,2982,0.106220704,0.438483703,0.121101656,0.016292037,0.008443073,0.442315285,-3827.952523,-0.014880952,0.422191666
2983,2983,0.099445022,0.441332895,0.118310959,0.025595433,0.01065463,0.442789063,-3830.787338,-0.018865938,0.415737462
2984,2984,0.112822009,0.432289586,0.114351494,0.020772663,0.009367328,0.44755817,-3827.160686,-0.001529485,0.411516923
2985,2985,0.092068053,0.438510794,0.099754133,0.009924833,0.00972182,0.461839087,-3828.379544,-0.00768608,0.428585962
2986,2986,0.091699833,0.440765781,0.099251531,0.010365143,0.01062105,0.46025382,-3828.500457,-0.007551698,0.430400639
2987,2987,0.097537055,0.436298789,0.102824443,0.008688112,0.010246087,0.454715525,-3827.571668,-0.005287389,0.427610677
2988,2988,0.106307295,0.421905446,0.109011178,0.005194797,0.010947908,0.454501996,-3827.430003,-0.002703883,0.416710649
2989,2989,0.101950376,0.421541039,0.115652337,0.005046867,0.009827051,0.456717744,-3830.070381,-0.013701962,0.416494172
2990,2990,0.104158461,0.422627791,0.117388595,0.005024275,0.011975023,0.454158793,-3829.741947,-0.013230135,0.417603516
2991,2991,0.106285128,0.415913351,0.099952234,0.004500362,0.010906037,0.441642526,-3828.672341,0.006332894,0.41141299
2992,2992,0.101469232,0.410241511,0.10067078,0.003769151,0.009796082,0.42545433,-3827.190373,0.000798452,0.40647236
2993,2993,0.103279502,0.403861812,0.110363326,0.003958144,0.010759868,0.437786818,-3828.944284,-0.007083824,0.399903668
2994,2994,0.113570771,0.416444754,0.120205057,0.009724544,0.010434392,0.441619409,-3827.124187,-0.006634286,0.40672021
2995,2995,0.116773264,0.416524188,0.119394389,0.007340857,0.010167803,0.434240897,-3826.638281,-0.002621126,0.409183331
2996,2996,0.125176404,0.413868838,0.131701022,0.008111072,0.009005216,0.420034298,-3827.065135,-0.006524618,0.405757766
2997,2997,0.133033565,0.40848884,0.140738746,0.012112153,0.008229287,0.412521222,-3826.206957,-0.007705182,0.396376687
2998,2998,0.142537468,0.401931544,0.139544737,0.0057371,0.008060697,0.415477103,-3826.064848,0.002992731,0.396194443
2999,2999,0.141709084,0.40726271,0.150846882,0.00421185,0.007778646,0.424009514,-3826.286733,-0.009137798,0.40305086
3000,3000,0.15100611,0.412582666,0.147379214,0.003585589,0.007780447,0.424935879,-3826.468927,0.003626896,0.408997077
3001,3001,0.135846854,0.411458465,0.131673963,0.006167258,0.007822369,0.425847039,-3826.027239,0.00417289,0.405291207
3002,3002,0.128348627,0.418312075,0.128016747,0.010997294,0.008205825,0.413897146,-3826.862218,0.00033188,0.407314781
3003,3003,0.122523735,0.406285762,0.118746098,0.00798751,0.00780101,0.416260883,-3825.714849,0.003777637,0.398298251
3004,3004,0.122349829,0.413496437,0.118568642,0.003369645,0.006628678,0.399965102,-3829.499789,0.003781187,0.410126792
3005,3005,0.126573544,0.390109874,0.121586596,0.000795022,0.007397352,0.402992351,-3825.945091,0.004986948,0.389314851
3006,3006,0.121524255,0.392860997,0.116327197,0.000875338,0.008185823,0.404329407,-3825.983718,0.005197058,0.391985658
3007,3007,0.122873422,0.390145367,0.122273065,0.00945095,0.009152372,0.401134108,-3826.760347,0.000600356,0.380694417
3008,3008,0.12581285,0.392548844,0.139853835,0.01141088,0.008267413,0.39927528,-3829.811448,-0.014040985,0.381137965
3009,3009,0.127322968,0.393447523,0.123041916,0.011416933,0.008241244,0.396631983,-3826.087977,0.004281052,0.38203059
3010,3010,0.127633975,0.39563759,0.128845658,0.014024042,0.007037277,0.398831986,-3826.779239,-0.001211683,0.381613548
3011,3011,0.129100745,0.401064973,0.133788247,0.009668683,0.006901467,0.398895907,-3826.047493,-0.004687502,0.39139629
3012,3012,0.133462994,0.403764646,0.129751147,0.009880021,0.008018205,0.405480807,-3825.861221,0.003711847,0.393884625
3013,3013,0.131724887,0.400580209,0.131774898,0.012020801,0.008105568,0.405134468,-3825.524792,-5.00107E-05,0.388559408
3014,3014,0.129224508,0.403725148,0.124001291,0.021644825,0.010123824,0.422506351,-3829.966262,0.005223217,0.382080324
3015,3015,0.122837393,0.410220497,0.12333809,0.0209159,0.009965985,0.430615638,-3828.981239,-0.000500697,0.389304596
3016,3016,0.125159758,0.427629102,0.131887446,0.015443698,0.007089091,0.423325801,-3826.039872,-0.006727688,0.412185403
3017,3017,0.136515221,0.426449123,0.142894083,0.019467778,0.006536818,0.427521481,-3827.777597,-0.006378862,0.406981345
3018,3018,0.139485398,0.43335727,0.141357075,0.026994827,0.006457144,0.404176904,-3827.848777,-0.001871677,0.406362443
3019,3019,0.144345221,0.41808009,0.146894973,0.018870627,0.006138523,0.41000956,-3826.538023,-0.002549752,0.399209463
3020,3020,0.155827783,0.423739487,0.147644632,0.019666969,0.006682078,0.401258442,-3829.657741,0.008183151,0.404072518
3021,3021,0.153023882,0.40326444,0.152069518,0.014292263,0.006944422,0.393992394,-3826.479989,0.000954364,0.388972177
3022,3022,0.150841367,0.391355491,0.150698969,0.013218404,0.006858069,0.391696198,-3826.657877,0.000142398,0.378137087
3023,3023,0.149469606,0.399180432,0.150144394,0.017318799,0.006545798,0.391463891,-3826.221279,-0.000674788,0.381861633
3024,3024,0.15154655,0.405440022,0.147541904,0.0010546,0.006390918,0.411856213,-3826.520047,0.004004646,0.404385422
3025,3025,0.138356669,0.401173377,0.14395542,0.006619592,0.00619263,0.389753888,-3828.673549,-0.005598751,0.394553785
3026,3026,0.148046065,0.390323148,0.150658859,0.002903935,0.006547535,0.39792879,-3826.265163,-0.002612794,0.387419213
3027,3027,0.145426466,0.396188323,0.149177866,0.001714057,0.006864446,0.395764013,-3827.192271,-0.0037514,0.394474266
3028,3028,0.142715442,0.390281358,0.145593503,0.0018883,0.006646691,0.395036559,-3826.068464,-0.002878061,0.388393058
3029,3029,0.144522943,0.393277524,0.142287708,0.014509842,0.007260817,0.388208883,-3826.164937,0.002235235,0.378767682
3030,3030,0.1429965,0.389311601,0.136703005,0.012440207,0.007270268,0.388278893,-3826.825676,0.006293495,0.376871393
3031,3031,0.141579391,0.392505281,0.140990902,0.011448227,0.006629386,0.385893464,-3826.066362,0.000588489,0.381057053
3032,3032,0.141530999,0.391061599,0.140999647,0.010105229,0.005530148,0.372623533,-3828.2396,0.000531352,0.380956369
3033,3033,0.136733891,0.38770548,0.129260835,0.015141821,0.005842994,0.365414772,-3827.847989,0.007473056,0.372563659
3034,3034,0.135695157,0.381369273,0.135554618,0.021155999,0.007702539,0.382471332,-3828.907254,0.000140539,0.360213274
3035,3035,0.134394074,0.399699145,0.129556788,0.025596212,0.006500478,0.379551554,-3826.331219,0.004837286,0.374102933
3036,3036,0.133125771,0.399859437,0.134523387,0.023918275,0.006944174,0.38864827,-3826.236419,-0.001397616,0.375941162
3037,3037,0.134486541,0.400905425,0.13332004,0.018240724,0.007123104,0.398516101,-3826.070149,0.001166501,0.382664701
3038,3038,0.129799359,0.405456405,0.13199077,0.017901826,0.006760023,0.393176731,-3825.936175,-0.002191411,0.387554579
3039,3039,0.134857727,0.405729685,0.136052283,0.015737671,0.007037603,0.393479529,-3826.139247,-0.001194556,0.389992013
3040,3040,0.135626139,0.405304667,0.135398346,0.01369141,0.006752707,0.405133312,-3825.889844,0.000227794,0.391613257
3041,3041,0.136255135,0.419733366,0.135341892,0.035844441,0.00997354,0.422557034,-3828.233415,0.000913242,0.383888924
3042,3042,0.134397137,0.422296132,0.136429675,0.021569954,0.008479413,0.422496551,-3825.250771,-0.002032538,0.400726178
3043,3043,0.130854349,0.420409474,0.138416287,0.014776478,0.008582627,0.432631807,-3825.946148,-0.007561938,0.405632997
3044,3044,0.133877746,0.422305105,0.14453003,0.008879555,0.008318279,0.445279226,-3827.391595,-0.010652284,0.41342555
3045,3045,0.131324175,0.43464599,0.141704703,0.017595711,0.008142017,0.435167317,-3826.034299,-0.010380528,0.417050279
3046,3046,0.144548922,0.435883502,0.144645167,0.0131163,0.007081908,0.430810217,-3826.369776,-9.62451E-05,0.422767201
3047,3047,0.14382189,0.430702856,0.149461636,0.013473382,0.007413615,0.438030909,-3825.605348,-0.005639746,0.417229474
3048,3048,0.149630261,0.426472713,0.154668283,0.011824203,0.008406547,0.429824386,-3826.534829,-0.005038022,0.41464851
3049,3049,0.156838786,0.411794495,0.172075798,0.01050543,0.008304817,0.427717762,-3829.133686,-0.015237012,0.401289065
3050,3050,0.169385683,0.420368396,0.16777118,0.018068102,0.007299842,0.423016421,-3827.509417,0.001614503,0.402300295
3051,3051,0.158467852,0.422859964,0.16664165,0.017338311,0.008172764,0.432342504,-3826.753211,-0.008173798,0.405521653
3052,3052,0.165380347,0.428602516,0.177179387,0.017544875,0.00762027,0.433045869,-3827.298669,-0.01179904,0.411057641
3053,3053,0.1662191,0.430436575,0.164649206,0.021237106,0.008673838,0.434734182,-3827.891698,0.001569894,0.409199469
3054,3054,0.150014111,0.437619042,0.16015455,0.032508233,0.00900166,0.427476545,-3826.945714,-0.010140438,0.405110808
3055,3055,0.146617639,0.433302477,0.145917749,0.033239527,0.008780994,0.429252065,-3826.35054,0.00069989,0.40006295
3056,3056,0.144576915,0.433418667,0.146330945,0.029693632,0.009171434,0.437259767,-3826.489463,-0.00175403,0.403725035
3057,3057,0.148105538,0.436716247,0.145745037,0.016828777,0.008556841,0.435061774,-3827.459749,0.002360501,0.419887469
3058,3058,0.136271185,0.417679191,0.142731,0.014963045,0.010267278,0.429736142,-3827.457044,-0.006459815,0.402716146
3059,3059,0.142800782,0.4195353,0.141595957,0.0152659,0.00709378,0.424391088,-3826.319716,0.001204825,0.4042694
3060,3060,0.143187801,0.436222247,0.146503462,0.018464682,0.006675793,0.433466379,-3826.244284,-0.003315661,0.417757566
3061,3061,0.139443269,0.436465891,0.136912222,0.013084271,0.00794257,0.437832374,-3826.28884,0.002531047,0.42338162
3062,3062,0.132881172,0.436477504,0.137598512,0.013468156,0.008220776,0.439915266,-3825.510546,-0.004717341,0.423009349
3063,3063,0.137725695,0.432179671,0.143110042,0.012010715,0.007410858,0.43838492,-3825.404492,-0.005384347,0.420168956
3064,3064,0.140940648,0.430040001,0.148209312,0.011525346,0.007629473,0.435348764,-3825.468727,-0.007268664,0.418514655
3065,3065,0.140474565,0.424718063,0.134853955,0.00925746,0.008001968,0.43104545,-3826.685105,0.00562061,0.415460603
3066,3066,0.12012577,0.42380872,0.118734078,0.007125316,0.008031499,0.44000741,-3825.943277,0.001391692,0.416683404
3067,3067,0.115127443,0.416751556,0.114799776,0.007459213,0.008295278,0.432019113,-3825.724881,0.000327668,0.409292342
3068,3068,0.108686005,0.432004362,0.10456732,0.020867477,0.008794619,0.433702355,-3826.547857,0.004118685,0.411136885
3069,3069,0.109118339,0.436709593,0.107825376,0.031006709,0.009283472,0.440624165,-3827.649758,0.001292963,0.405702884
3070,3070,0.105963017,0.442521833,0.108575638,0.025859196,0.010186135,0.432810061,-3828.994086,-0.002612621,0.416662637
3071,3071,0.109436403,0.435531948,0.110558601,0.025879758,0.008853386,0.429166645,-3826.00619,-0.001122198,0.409652191
3072,3072,0.103901029,0.431405004,0.102957176,0.015949563,0.0073331,0.424160392,-3827.42791,0.000943853,0.415455441
3073,3073,0.105476077,0.43313975,0.10621073,0.027979786,0.007405354,0.407893971,-3828.012352,-0.000734653,0.405159964
3074,3074,0.104325833,0.428640376,0.112333233,0.027913179,0.007307368,0.420450027,-3828.496159,-0.0080074,0.400727197
3075,3075,0.103491272,0.434068057,0.096927846,0.020440755,0.00714741,0.417773108,-3828.593392,0.006563426,0.413627302
3076,3076,0.109667718,0.430710507,0.12609395,0.018147799,0.007344456,0.443066444,-3832.561067,-0.016426232,0.412562709
3077,3077,0.13052789,0.432756153,0.135475388,0.012068571,0.008416039,0.445374474,-3825.244121,-0.004947498,0.420687582
3078,3078,0.132815506,0.434555022,0.134623974,0.012580367,0.009090824,0.443881126,-3825.807697,-0.001808468,0.421974654
3079,3079,0.126220286,0.439197745,0.126149782,0.022058246,0.0096528,0.451848587,-3826.349192,7.05043E-05,0.417139498
3080,3080,0.123098071,0.446572389,0.124866346,0.015161034,0.007424746,0.449417194,-3826.425175,-0.001768275,0.431411355
3081,3081,0.117321266,0.449349172,0.121221084,0.025639366,0.008922756,0.4512618,-3825.907468,-0.003899819,0.423709806
3082,3082,0.120909094,0.453102591,0.123954768,0.019747765,0.008051724,0.456970251,-3826.337915,-0.003045673,0.433354826
3083,3083,0.117614721,0.456472015,0.126915167,0.024257977,0.010506118,0.459406774,-3827.715099,-0.009300446,0.432214038
3084,3084,0.116756731,0.457292184,0.126202145,0.025356618,0.009402313,0.459860968,-3826.379454,-0.009445414,0.431935566
3085,3085,0.112535743,0.445664934,0.115351844,0.003825473,0.007372525,0.456687545,-3827.343645,-0.002816102,0.441839461
3086,3086,0.115038577,0.444436746,0.128823659,0.001809415,0.00817996,0.464815953,-3826.966406,-0.013785082,0.442627331
3087,3087,0.117043438,0.439878085,0.125635808,0.000450365,0.009224391,0.461545512,-3826.464385,-0.00859237,0.43942772
3088,3088,0.125299998,0.427003041,0.128000903,0.003801742,0.010890828,0.457255599,-3827.187741,-0.002700905,0.423201299
3089,3089,0.113715497,0.435603558,0.125291342,0.015579814,0.009942278,0.454007591,-3826.966546,-0.011575846,0.420023744
3090,3090,0.122132493,0.442680825,0.128119289,0.01530078,0.01026032,0.454780469,-3826.728447,-0.005986796,0.427380045
3091,3091,0.12153829,0.433699066,0.129436043,0.017665498,0.010235912,0.454478595,-3826.789846,-0.007897753,0.416033568
3092,3092,0.119395819,0.426708285,0.111593461,0.021067831,0.011003413,0.450793888,-3830.421094,0.007802358,0.405640454
3093,3093,0.100346732,0.456703787,0.098309844,0.059014524,0.013616517,0.438362094,-3831.474183,0.002036888,0.397689263
3094,3094,0.094917758,0.449615121,0.098568913,0.052161322,0.013528989,0.442645512,-3830.832644,-0.003651155,0.397453799
3095,3095,0.088296115,0.44829898,0.093205469,0.0442845,0.010842018,0.429263271,-3829.539196,-0.004909353,0.40401448
3096,3096,0.085318873,0.440601951,0.085756898,0.034900393,0.00908775,0.437745585,-3830.994778,-0.000438025,0.405701558
3097,3097,0.084046746,0.443389918,0.085672531,0.022950241,0.009805161,0.441712431,-3829.71961,-0.001625785,0.420439677
3098,3098,0.095994541,0.441650243,0.114921177,0.029486629,0.009606309,0.44343686,-3830.411386,-0.018926636,0.412163614
3099,3099,0.088681565,0.447783957,0.07125641,0.014386224,0.009395364,0.441903841,-3835.307395,0.017425155,0.433397734
3100,3100,0.090449349,0.437377354,0.107953904,0.015174119,0.008216117,0.441006327,-3830.324086,-0.017504555,0.422203234
3101,3101,0.106528839,0.43468237,0.111385072,0.012533698,0.008046229,0.446929448,-3827.070946,-0.004856232,0.422148671
3102,3102,0.107847442,0.441600635,0.111502432,0.022202596,0.009583811,0.440404567,-3826.766988,-0.00365499,0.41939804
3103,3103,0.095983678,0.445471127,0.106755577,0.029187943,0.009946748,0.457747983,-3830.014513,-0.010771899,0.416283184
3104,3104,0.107101106,0.459731759,0.11098395,0.031426113,0.009684641,0.46481366,-3827.44135,-0.003882844,0.428305646
3105,3105,0.1035467,0.460113284,0.111582892,0.031144194,0.009725763,0.463346995,-3827.456719,-0.008036192,0.42896909
3106,3106,0.114653551,0.463137533,0.111672948,0.026101388,0.008911686,0.460797054,-3827.674751,0.002980603,0.437036145
3107,3107,0.104301049,0.456723854,0.116170361,0.021295934,0.007824002,0.459051562,-3828.469934,-0.011869311,0.435427921
3108,3108,0.103468708,0.46393049,0.115184661,0.017323767,0.007645282,0.476687703,-3830.48658,-0.011715953,0.446606723
3109,3109,0.109800427,0.471721848,0.123710233,0.018559345,0.007823918,0.481910731,-3829.331468,-0.013909806,0.453162503
3110,3110,0.107352359,0.487234989,0.106871063,0.030007467,0.008898518,0.477908942,-3830.281862,0.000481296,0.457227522
3111,3111,0.099010694,0.47418257,0.112570429,0.029810382,0.009617737,0.478527007,-3828.712317,-0.013559735,0.444372188
3112,3112,0.103983741,0.474954249,0.111512552,0.030890537,0.010323311,0.475894889,-3828.087127,-0.007528811,0.444063711
3113,3113,0.105639656,0.472391648,0.111739068,0.032483578,0.010142888,0.478582167,-3827.870692,-0.006099412,0.43990807
3114,3114,0.102596048,0.477725266,0.119308803,0.034551142,0.010027018,0.480060398,-3828.828238,-0.016712755,0.443174124
3115,3115,0.110625244,0.478999008,0.117936636,0.032438998,0.010673265,0.477669603,-3828.377175,-0.007311392,0.44656001
3116,3116,0.113525854,0.472334211,0.116024303,0.039254176,0.010525197,0.451763817,-3830.433647,-0.002498449,0.433080035
3117,3117,0.104195469,0.445071414,0.117192467,0.013728262,0.010442773,0.451471563,-3830.385562,-0.012996998,0.431343151
3118,3118,0.115812526,0.43567191,0.123521756,0.014086534,0.008469274,0.451573505,-3826.654034,-0.007709231,0.421585377
3119,3119,0.129166433,0.451644663,0.14324389,0.028052317,0.009786189,0.449662919,-3827.500337,-0.014077457,0.423592345
3120,3120,0.133397323,0.432423048,0.142579371,0.025759769,0.011597925,0.447282838,-3828.465371,-0.009182048,0.406663279
3121,3121,0.138754572,0.426066361,0.151790537,0.010788754,0.011637081,0.447944586,-3830.458723,-0.013035964,0.415277607
3122,3122,0.13078232,0.419634001,0.123101876,0.007189909,0.009891209,0.434319803,-3829.117066,0.007680444,0.412444092
3123,3123,0.11458115,0.419509412,0.120096265,0.017335083,0.009238267,0.422470113,-3826.19758,-0.005515115,0.40217433
3124,3124,0.117609352,0.410610221,0.122233734,0.024604616,0.012214563,0.421943096,-3830.106719,-0.004624382,0.386005605
3125,3125,0.123756228,0.410533989,0.123152589,0.031771164,0.011748716,0.401441758,-3831.819365,0.000603638,0.378762825
3126,3126,0.11496878,0.397053212,0.117562798,0.037790384,0.011215349,0.401146118,-3832.20885,-0.002594019,0.359262827
