,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
7787,7787,0.107931219,0.462046306,0.114938823,0.01643933,0.011276919,0.492944699,-3828.202563,-0.007007605,0.445606976
7788,7788,0.101011275,0.468055935,0.10449267,0.016069026,0.011230799,0.489634187,-3829.018384,-0.003481395,0.451986909
7789,7789,0.092330925,0.465412269,0.097337604,0.014678568,0.009661853,0.483112058,-3829.410332,-0.005006679,0.450733701
7790,7790,0.102789148,0.467822035,0.116716931,0.013706651,0.01146639,0.510528142,-3830.643869,-0.013927783,0.454115384
7791,7791,0.109780303,0.471319012,0.125049131,0.010345589,0.012820956,0.517069774,-3829.7773,-0.015268828,0.460973423
7792,7792,0.107845819,0.476673686,0.125085953,0.016685972,0.012904643,0.509037382,-3830.195136,-0.017240134,0.459987714
7793,7793,0.113408495,0.464657717,0.110061174,0.004085317,0.010564808,0.5022638,-3829.894809,0.003347321,0.4605724
7794,7794,0.09506597,0.465640146,0.104592008,0.002360574,0.0105684,0.494489738,-3829.502746,-0.009526038,0.463279572
7795,7795,0.093610706,0.465427394,0.091238681,0.007763007,0.01060465,0.494099761,-3830.806942,0.002372025,0.457664387
7796,7796,0.087851249,0.463981804,0.107828645,0.008133072,0.010779515,0.496271031,-3830.484753,-0.019977395,0.455848733
7797,7797,0.099219156,0.459867779,0.120585359,0.006905551,0.010841712,0.478590983,-3832.365572,-0.021366203,0.452962229
7798,7798,0.123398352,0.433707294,0.132640119,0.007997712,0.01254547,0.463784496,-3830.036388,-0.009241766,0.425709581
7799,7799,0.122107677,0.427082946,0.13120844,0.012346859,0.011745781,0.44932019,-3828.774877,-0.009100762,0.414736087
7800,7800,0.123687202,0.430436865,0.125831353,0.019512692,0.008681064,0.417382295,-3828.294915,-0.00214415,0.410924173
7801,7801,0.129422729,0.422022416,0.132793649,0.016370932,0.008032721,0.43143645,-3825.843179,-0.00337092,0.405651484
7802,7802,0.130905487,0.432420998,0.147943758,0.022139105,0.00722562,0.425805715,-3828.523748,-0.017038272,0.410281892
7803,7803,0.152995456,0.435576664,0.163827797,0.020940585,0.007217858,0.432427737,-3826.521514,-0.010832341,0.414636079
7804,7804,0.158346609,0.432359291,0.162352141,0.023557848,0.008403806,0.427745079,-3826.436309,-0.004005532,0.408801443
7805,7805,0.155409463,0.428524999,0.158853827,0.019244877,0.008178126,0.431062875,-3825.850638,-0.003444364,0.409280122
7806,7806,0.151311003,0.431253708,0.159244182,0.025957517,0.008463189,0.438720658,-3827.406652,-0.007933179,0.405296191
7807,7807,0.153557313,0.436217015,0.150938387,0.017896093,0.006870584,0.428258469,-3826.858024,0.002618925,0.418320922
7808,7808,0.150470921,0.44075382,0.151778314,0.026009208,0.006617849,0.428262019,-3826.428499,-0.001307393,0.414744612
7809,7809,0.143884664,0.440190504,0.148621806,0.023273404,0.005814644,0.431465037,-3828.6656,-0.004737142,0.4169171
7810,7810,0.14223329,0.441262296,0.151229499,0.01060354,0.006358261,0.453313186,-3828.811754,-0.008996209,0.430658756
7811,7811,0.141653801,0.449623854,0.156003665,0.005891521,0.007721164,0.477142398,-3828.547787,-0.014349864,0.443732332
7812,7812,0.154036778,0.455879762,0.171538253,0.007095119,0.010146474,0.47332839,-3831.200915,-0.017501475,0.448784643
7813,7813,0.15478179,0.44088554,0.154341719,0.011510908,0.010255011,0.470501503,-3828.900224,0.000440071,0.429374632
7814,7814,0.141045814,0.452775609,0.145101137,0.014915009,0.008432321,0.463247508,-3825.874883,-0.004055323,0.4378606
7815,7815,0.14082044,0.444827818,0.146737237,0.011867456,0.009173162,0.452540738,-3827.051852,-0.005916797,0.432960362
7816,7816,0.140285649,0.443497338,0.148197891,0.026085706,0.008681114,0.432639136,-3827.031295,-0.007912241,0.417411633
7817,7817,0.146368239,0.436297792,0.150676079,0.024796907,0.007625132,0.431582879,-3825.474085,-0.00430784,0.411500885
7818,7818,0.148275387,0.436295479,0.153303674,0.025796748,0.007358346,0.431473411,-3825.845097,-0.005028287,0.41049873
7819,7819,0.145592579,0.43349963,0.144925062,0.017507825,0.008375795,0.432041849,-3826.326499,0.000667518,0.415991805
7820,7820,0.139891603,0.430714997,0.141202226,0.023672299,0.008992581,0.43527151,-3825.744064,-0.001310623,0.407042698
7821,7821,0.127664891,0.441569874,0.135911226,0.021309463,0.008152875,0.436520133,-3826.00011,-0.008246336,0.420260411
7822,7822,0.128257304,0.431986991,0.140019009,0.014094203,0.007982192,0.437982406,-3826.210594,-0.011761706,0.417892788
7823,7823,0.146070886,0.427213371,0.139728857,0.016941552,0.008254846,0.427233059,-3827.382832,0.006342029,0.410271819
7824,7824,0.12978584,0.417144213,0.132456164,0.012214383,0.008349455,0.421914796,-3825.241817,-0.002670324,0.40492983
7825,7825,0.122282662,0.418162657,0.118800138,0.010846635,0.007710079,0.427882325,-3826.106048,0.003482524,0.407316022
7826,7826,0.117547604,0.428115868,0.11537931,0.007543003,0.00689509,0.429993902,-3826.669173,0.002168295,0.420572864
7827,7827,0.115506257,0.42679661,0.114095738,0.014524401,0.009789152,0.433820939,-3826.596885,0.001410519,0.412272209
7828,7828,0.108382529,0.418035853,0.110729322,0.014723362,0.009850994,0.423473924,-3826.879,-0.002346793,0.403312491
7829,7829,0.1114536,0.41032732,0.109549444,0.013405853,0.009274118,0.42447254,-3826.449376,0.001904157,0.396921467
7830,7830,0.114084719,0.420142288,0.116103364,0.026447133,0.011168214,0.430820609,-3827.785839,-0.002018645,0.393695155
7831,7831,0.108930994,0.431002763,0.114065863,0.04421986,0.012681456,0.43843362,-3830.943587,-0.005134869,0.386782903
7832,7832,0.119268423,0.429730642,0.113890204,0.035468046,0.009342918,0.427920052,-3827.583849,0.005378219,0.394262595
7833,7833,0.109724349,0.442195475,0.111882531,0.044261045,0.008972968,0.425400483,-3826.461178,-0.002158182,0.39793443
7834,7834,0.112441854,0.452935183,0.114767942,0.057794766,0.009851845,0.429303196,-3826.767591,-0.002326088,0.395140418
7835,7835,0.122644462,0.462853032,0.129829345,0.052971027,0.009325818,0.438030626,-3826.017807,-0.007184884,0.409882006
7836,7836,0.131083778,0.461984606,0.135992219,0.045837595,0.008432382,0.442709414,-3825.843699,-0.004908441,0.416147011
7837,7837,0.130993731,0.465687696,0.130993852,0.044489081,0.008925686,0.449207109,-3826.249681,-1.20335E-07,0.421198615
7838,7838,0.127306534,0.462664916,0.128904866,0.046863579,0.010535105,0.457257944,-3827.025706,-0.001598332,0.415801337
7839,7839,0.124840115,0.465666447,0.13454727,0.042271536,0.008861386,0.458005023,-3827.044101,-0.009707155,0.423394911
7840,7840,0.13668704,0.459753144,0.131591288,0.019724324,0.007974841,0.467090923,-3828.675999,0.005095753,0.44002882
7841,7841,0.128196801,0.459769769,0.131567121,0.009337376,0.008085845,0.47035218,-3826.761203,-0.00337032,0.450432393
7842,7842,0.125108534,0.458036135,0.130560038,0.016113355,0.008630252,0.454013162,-3828.359379,-0.005451504,0.44192278
7843,7843,0.134488632,0.429577862,0.131325405,0.006058863,0.009003634,0.457114507,-3827.141051,0.003163227,0.423518999
7844,7844,0.130347988,0.443115381,0.127042283,0.010248046,0.008771708,0.457869207,-3826.694756,0.003305705,0.432867336
7845,7845,0.114641563,0.441274525,0.116925312,0.005611463,0.008438161,0.452102932,-3826.407562,-0.002283749,0.435663063
7846,7846,0.121661599,0.435749139,0.130275589,0.008460451,0.008925211,0.44917928,-3825.898839,-0.00861399,0.427288688
7847,7847,0.129529489,0.43820288,0.129102548,0.007447908,0.007388712,0.456744374,-3827.411949,0.000426941,0.430754972
7848,7848,0.129766779,0.445962309,0.124689481,0.011274453,0.00887606,0.460133465,-3827.441458,0.005077298,0.434687857
7849,7849,0.124006308,0.447422168,0.137137611,0.019173945,0.009681207,0.448285386,-3828.482899,-0.013131303,0.428248223
7850,7850,0.126002455,0.44616667,0.12346727,0.024838076,0.00924898,0.444736811,-3826.440475,0.002535185,0.421328594
7851,7851,0.121745919,0.439582462,0.12163349,0.025720907,0.010048957,0.447560848,-3826.351799,0.000112429,0.413861555
7852,7852,0.115872917,0.434457115,0.123529855,0.019605038,0.008839295,0.428013973,-3827.402767,-0.007656938,0.414852077
7853,7853,0.117551757,0.431246455,0.121570875,0.028090547,0.008375064,0.428318149,-3825.956036,-0.004019118,0.403155909
7854,7854,0.122945541,0.432943903,0.12086005,0.02311844,0.008249818,0.425864679,-3825.595533,0.002085491,0.409825463
7855,7855,0.120133098,0.431920896,0.11706148,0.017366492,0.008343229,0.425838016,-3826.385402,0.003071618,0.414554405
7856,7856,0.11670288,0.416164605,0.118154021,0.000117026,0.00750156,0.42172025,-3826.307598,-0.001451141,0.416047579
7857,7857,0.12087672,0.414415512,0.121932088,0.00982051,0.008752033,0.42497666,-3825.342546,-0.001055369,0.404595002
7858,7858,0.120071422,0.420776033,0.124012915,0.021140991,0.008086501,0.421819873,-3825.75188,-0.003941493,0.399635042
7859,7859,0.126357743,0.426776538,0.132108216,0.02409281,0.008670485,0.427283524,-3825.545581,-0.005750473,0.402683728
7860,7860,0.125216365,0.427401509,0.128971619,0.028964682,0.009075593,0.428627126,-3826.02113,-0.003755254,0.398436827
7861,7861,0.129140736,0.441340293,0.127547369,0.033344193,0.00983709,0.427699683,-3827.387407,0.001593367,0.4079961
7862,7862,0.128650013,0.420850412,0.125496808,0.011378135,0.006744376,0.417996542,-3826.037897,0.003153206,0.409472278
7863,7863,0.127669975,0.40644935,0.125468126,0.008549573,0.008304428,0.419006497,-3825.57165,0.002201849,0.397899777
7864,7864,0.12405305,0.413916556,0.127327027,0.006711994,0.006416526,0.408740935,-3826.731663,-0.003273977,0.407204561
7865,7865,0.12104556,0.416599841,0.125252784,0.019724157,0.007064672,0.401483084,-3826.555343,-0.004207224,0.396875683
7866,7866,0.118708065,0.416357326,0.111358076,0.019628207,0.007028812,0.401409239,-3826.605899,0.007349989,0.39672912
7867,7867,0.118310936,0.420580412,0.119568108,0.034370566,0.007644779,0.401464409,-3825.791232,-0.001257172,0.386209846
7868,7868,0.123030361,0.428014096,0.130447395,0.048203891,0.00811949,0.392570044,-3826.95726,-0.007417033,0.379810205
7869,7869,0.13305389,0.416885604,0.133084581,0.043031528,0.008218972,0.385334076,-3826.12549,-3.06905E-05,0.373854077
7870,7870,0.129652042,0.412072127,0.132303837,0.038591553,0.00746809,0.391282249,-3826.454589,-0.002651794,0.373480575
7871,7871,0.125148508,0.430399481,0.122699058,0.046550012,0.007866711,0.401364615,-3825.647409,0.00244945,0.38384947
7872,7872,0.1249379,0.435021845,0.132829018,0.050803592,0.008362087,0.400101137,-3826.623688,-0.007891118,0.384218253
7873,7873,0.134236892,0.431143531,0.134920683,0.042115017,0.006560842,0.40125832,-3826.411136,-0.000683791,0.389028514
7874,7874,0.131097461,0.425387854,0.128082386,0.040760062,0.008187986,0.396465877,-3825.795616,0.003015075,0.384627792
7875,7875,0.123196239,0.429971383,0.119163842,0.041065093,0.008577154,0.409883392,-3825.788911,0.004032397,0.38890629
7876,7876,0.118757638,0.435495709,0.119246018,0.047690858,0.008244282,0.401838663,-3825.709133,-0.000488381,0.387804851
7877,7877,0.115129009,0.431249981,0.121617345,0.049475851,0.008529907,0.395958554,-3826.989427,-0.006488336,0.381774131
7878,7878,0.125953135,0.429888058,0.125229137,0.059462213,0.009011224,0.389335305,-3826.022338,0.000723998,0.370425845
7879,7879,0.12254074,0.424140106,0.11811532,0.046214815,0.008741683,0.398886542,-3826.003376,0.00442542,0.377925292
7880,7880,0.119171805,0.428213378,0.130585934,0.043380751,0.00843367,0.399060767,-3828.165804,-0.011414129,0.384832627
7881,7881,0.128197449,0.419414579,0.130375452,0.046984768,0.010727675,0.414004313,-3829.330205,-0.002178003,0.372429811
7882,7882,0.139699466,0.424216262,0.144365218,0.043670045,0.009385252,0.406996002,-3826.656466,-0.004665752,0.380546217
7883,7883,0.138976729,0.42960675,0.13381565,0.043950961,0.008394259,0.404836409,-3826.211272,0.005161079,0.385655788
7884,7884,0.139590826,0.434367911,0.132087875,0.057668457,0.009177903,0.41325317,-3829.43911,0.007502951,0.376699454
7885,7885,0.137929236,0.431450176,0.140646125,0.039515663,0.008082327,0.407479672,-3825.440508,-0.002716889,0.391934513
7886,7886,0.137769589,0.42370337,0.140658776,0.037903649,0.008003339,0.409025677,-3825.936051,-0.002889186,0.38579972
7887,7887,0.144973717,0.430593851,0.145002086,0.039302151,0.007017897,0.399908624,-3825.788452,-2.83694E-05,0.3912917
7888,7888,0.139685317,0.428383668,0.139907479,0.040348716,0.007766582,0.404201427,-3825.361091,-0.000222161,0.388034952
7889,7889,0.140539031,0.434728287,0.145071419,0.047518162,0.008534839,0.414845577,-3826.200103,-0.004532387,0.387210125
7890,7890,0.143632147,0.434130554,0.13817074,0.050949507,0.010021714,0.412379883,-3828.254328,0.005461408,0.383181047
7891,7891,0.143925858,0.437001396,0.13937506,0.052480229,0.007719587,0.392172043,-3826.695952,0.004550798,0.384521167
7892,7892,0.135478637,0.428072656,0.135088161,0.054493028,0.008869661,0.393641138,-3825.972976,0.000390477,0.373579628
7893,7893,0.138829517,0.430629245,0.144011126,0.059380525,0.008188447,0.394670536,-3826.724284,-0.005181609,0.371248721
7894,7894,0.14072493,0.437642258,0.139692186,0.061851836,0.007818539,0.392845382,-3825.6704,0.001032744,0.375790423
7895,7895,0.144558331,0.439800789,0.140223122,0.065642035,0.008181666,0.392153282,-3826.225773,0.004335209,0.374158754
7896,7896,0.14429187,0.44171014,0.149839687,0.0559318,0.006351416,0.392698691,-3827.058188,-0.005547818,0.38577834
7897,7897,0.153839044,0.443236755,0.149542463,0.058229224,0.007670242,0.39599336,-3826.885403,0.004296581,0.385007531
7898,7898,0.138701985,0.4359656,0.145647652,0.049792464,0.007529279,0.401860395,-3826.109947,-0.006945667,0.386173136
7899,7899,0.148938839,0.434246382,0.14992575,0.040353463,0.006695859,0.406816376,-3826.09861,-0.000986911,0.393892919
7900,7900,0.138866507,0.436466564,0.141585601,0.046324317,0.007960146,0.407665475,-3825.375061,-0.002719094,0.390142247
7901,7901,0.137542963,0.437243941,0.131983585,0.043069383,0.007021712,0.403136563,-3826.448052,0.005559378,0.394174559
7902,7902,0.129689921,0.431139419,0.130147549,0.038194257,0.007957083,0.411745549,-3825.300639,-0.000457627,0.392945162
7903,7903,0.136301357,0.427529923,0.138867999,0.037054263,0.009384624,0.4253561,-3826.937403,-0.002566643,0.39047566
7904,7904,0.133707009,0.433297268,0.131423429,0.039935796,0.009546809,0.418254096,-3826.308443,0.00228358,0.393361473
7905,7905,0.132939823,0.430149149,0.131388658,0.045264523,0.009603646,0.414443555,-3826.412842,0.001551165,0.384884626
7906,7906,0.127647173,0.438132596,0.130047942,0.059662277,0.010196982,0.410927158,-3826.753005,-0.002400769,0.378470319
7907,7907,0.127821326,0.441883793,0.132430208,0.062161991,0.010368846,0.405740932,-3827.171315,-0.004608882,0.379721802
7908,7908,0.129552657,0.434160736,0.127126094,0.053341723,0.008708808,0.400329569,-3825.651544,0.002426563,0.380819013
7909,7909,0.13057286,0.43352101,0.123543767,0.041957542,0.008588277,0.40076378,-3827.510791,0.007029093,0.391563467
7910,7910,0.120425243,0.436193769,0.111127675,0.046062633,0.007800579,0.401995504,-3827.015368,0.009297569,0.390131137
7911,7911,0.117360631,0.441579777,0.115710601,0.057741398,0.007341024,0.397536107,-3826.470473,0.00165003,0.383838379
7912,7912,0.12077124,0.44435474,0.125568422,0.061953884,0.009416797,0.408239072,-3826.199556,-0.004797182,0.382400856
7913,7913,0.118537882,0.436790046,0.111304586,0.04638269,0.007441936,0.394477812,-3827.032919,0.007233295,0.390407357
7914,7914,0.114958838,0.424520569,0.113507331,0.04588795,0.007854251,0.39090336,-3825.935089,0.001451508,0.378632618
7915,7915,0.119173159,0.424513873,0.120618406,0.039910146,0.007523075,0.394761766,-3825.900058,-0.001445247,0.384603727
7916,7916,0.129391744,0.432893876,0.121115972,0.059973742,0.008564113,0.394098455,-3826.919507,0.008275771,0.372920134
7917,7917,0.118108084,0.436556004,0.117957797,0.061732229,0.00879715,0.394818204,-3825.892059,0.000150287,0.374823775
7918,7918,0.11443918,0.433764894,0.109555154,0.053758712,0.008898659,0.392115012,-3826.639202,0.004884026,0.380006182
7919,7919,0.117922921,0.434390933,0.110405572,0.053569322,0.008706894,0.401654132,-3826.629326,0.00751735,0.380821611
7920,7920,0.112597614,0.437003045,0.110707371,0.053306806,0.00861506,0.401527641,-3825.970175,0.001890243,0.383696239
7921,7921,0.105659632,0.441692058,0.101179864,0.057888215,0.00858596,0.396657913,-3826.86008,0.004479768,0.383803843
7922,7922,0.106974951,0.438132079,0.103560786,0.049329115,0.008564449,0.410631423,-3826.74303,0.003414165,0.388802965
7923,7923,0.108056688,0.445633786,0.110562283,0.05577717,0.009084638,0.420444376,-3827.282825,-0.002505595,0.389856616
7924,7924,0.113895333,0.447350475,0.11094142,0.055099097,0.009396819,0.41514308,-3826.21965,0.002953913,0.392251378
7925,7925,0.106063905,0.441000608,0.109964859,0.047097754,0.007306764,0.4012605,-3827.816595,-0.003900954,0.393902854
7926,7926,0.102931017,0.441016224,0.104377974,0.051979486,0.00860444,0.402007871,-3827.166314,-0.001446958,0.389036739
7927,7927,0.108693044,0.437091421,0.099075982,0.049161991,0.008520971,0.396079146,-3827.790577,0.009617063,0.387929431
7928,7928,0.102655203,0.431321825,0.091119416,0.046745946,0.007431487,0.391990146,-3828.799385,0.011535787,0.384575879
7929,7929,0.097425026,0.435355114,0.093498035,0.046850379,0.007454136,0.400732785,-3828.562561,0.003926991,0.388504734
7930,7930,0.100089756,0.442985646,0.107434543,0.060548118,0.010587227,0.406316717,-3828.86164,-0.007344788,0.382437527
7931,7931,0.109761011,0.441812705,0.112416923,0.057577932,0.007779382,0.405127671,-3827.383933,-0.002655912,0.384234772
7932,7932,0.107533736,0.452952565,0.100757611,0.060689997,0.007552606,0.404904921,-3828.103058,0.006776126,0.392262568
7933,7933,0.107622908,0.451970629,0.107401104,0.059686071,0.010310521,0.428770435,-3827.417316,0.000221805,0.392284558
7934,7934,0.109016493,0.44475909,0.102886632,0.035056075,0.009255265,0.426141144,-3827.528334,0.006129861,0.409703015
7935,7935,0.108497365,0.443637159,0.101868426,0.028426144,0.008670866,0.431833199,-3827.43609,0.006628939,0.415211015
7936,7936,0.108931625,0.451219397,0.117699906,0.02567523,0.006105832,0.427773172,-3830.850887,-0.008768281,0.425544168
7937,7937,0.115015588,0.4516654,0.115393058,0.035102522,0.009311083,0.43143475,-3827.462919,-0.000377471,0.416562878
7938,7938,0.110983917,0.443488331,0.115200109,0.036400864,0.008667966,0.425172229,-3826.201491,-0.004216192,0.407087468
7939,7939,0.120333432,0.444155201,0.116257376,0.037065143,0.007602313,0.419604449,-3826.412472,0.004076056,0.407090059
7940,7940,0.111889709,0.435396035,0.105587496,0.022475431,0.008193844,0.424359391,-3827.020523,0.006302213,0.412920603
7941,7941,0.102375483,0.430005373,0.100435267,0.022164761,0.008770989,0.43335132,-3827.09107,0.001940216,0.407840612
7942,7942,0.106181766,0.422003576,0.101731558,0.008959176,0.008049634,0.43407023,-3827.114159,0.004450208,0.4130444
7943,7943,0.108560394,0.424809299,0.118534315,0.010580673,0.008333739,0.436221566,-3826.711561,-0.009973921,0.414228626
7944,7944,0.10944148,0.425651134,0.118127386,0.005840822,0.008182053,0.440025924,-3826.338607,-0.008685906,0.419810312
7945,7945,0.116406601,0.434563106,0.125436619,0.00395276,0.006850837,0.448089937,-3827.466941,-0.009030019,0.430610345
7946,7946,0.11549622,0.435432451,0.124281988,0.000835993,0.008634646,0.462770017,-3826.103822,-0.008785769,0.434596458
7947,7947,0.108221252,0.433828909,0.124911069,1.54E-05,0.008129558,0.455041578,-3827.964476,-0.016689817,0.433813553
7948,7948,0.117523908,0.433891886,0.116125265,0.00608543,0.009549967,0.45183499,-3826.453825,0.001398643,0.427806456
7949,7949,0.112338641,0.424342786,0.124496156,0.006649239,0.011077573,0.447870056,-3828.582172,-0.012157515,0.417693547
7950,7950,0.115859121,0.419598075,0.1248224,0.005943621,0.009425617,0.445131462,-3826.567579,-0.008963279,0.413654454
7951,7951,0.12168247,0.422071671,0.131003185,0.007739365,0.010817376,0.444965323,-3827.616731,-0.009320715,0.414332306
7952,7952,0.129798357,0.410122408,0.130581169,0.007627959,0.010890771,0.432280364,-3828.208167,-0.000782812,0.402494449
7953,7953,0.126314883,0.41174407,0.130369788,0.020837418,0.010922793,0.425013198,-3827.963404,-0.004054905,0.390906652
7954,7954,0.126109353,0.418347154,0.126218945,0.018635377,0.007096008,0.396670564,-3827.936591,-0.000109592,0.399711776
7955,7955,0.125103895,0.41135908,0.1198424,0.033312819,0.007854905,0.395103824,-3826.082417,0.005261495,0.378046262
7956,7956,0.119726541,0.418966633,0.118169602,0.039645018,0.008780747,0.394383849,-3825.975963,0.001556939,0.379321615
7957,7957,0.116946246,0.414344228,0.118876062,0.035709721,0.009390882,0.396869333,-3826.714474,-0.001929815,0.378634507
7958,7958,0.116150186,0.41462054,0.108608718,0.037924332,0.00790282,0.392035914,-3826.553628,0.007541467,0.376696208
7959,7959,0.108873144,0.415192055,0.111422601,0.03234812,0.007582619,0.3966497,-3826.682226,-0.002549457,0.382843935
7960,7960,0.120433388,0.42927736,0.117804758,0.037235656,0.006777561,0.40425929,-3826.801304,0.00262863,0.392041704
7961,7961,0.119788572,0.43595644,0.111905911,0.040315369,0.008695124,0.405407222,-3827.465033,0.007882661,0.395641071
7962,7962,0.11516598,0.430726093,0.108198608,0.042252553,0.008088351,0.410677749,-3827.235039,0.006967372,0.38847354
7963,7963,0.111070489,0.43591903,0.123642526,0.036507382,0.008386133,0.437598924,-3832.388812,-0.012572037,0.399411648
7964,7964,0.116411831,0.45003682,0.119673483,0.03871252,0.008499878,0.431121235,-3825.874289,-0.003261651,0.4113243
7965,7965,0.116538976,0.441357254,0.127096383,0.034263174,0.009215674,0.437926115,-3826.888485,-0.010557407,0.407094079
7966,7966,0.129663576,0.443577672,0.13210366,0.033179058,0.010373895,0.437663911,-3826.868431,-0.002440084,0.410398613
7967,7967,0.124544808,0.434570795,0.133830452,0.034429313,0.009450048,0.414501896,-3828.709058,-0.009285644,0.400141481
7968,7968,0.129988774,0.426480669,0.13172652,0.036387019,0.009227114,0.414204907,-3825.722366,-0.001737746,0.39009365
7969,7969,0.132670575,0.419844625,0.132664745,0.027585356,0.00938612,0.417887068,-3826.024205,5.83026E-06,0.392259269
7970,7970,0.129684082,0.419524647,0.12924427,0.02703839,0.009283958,0.420156948,-3826.003964,0.000439812,0.392486258
7971,7971,0.127699173,0.419438407,0.131607338,0.021160442,0.007254178,0.425716435,-3828.448688,-0.003908166,0.398277965
7972,7972,0.126480364,0.425464899,0.130152015,0.008962351,0.008186382,0.431920717,-3825.354223,-0.003671651,0.416502548
7973,7973,0.12449546,0.422357291,0.125066461,0.009273942,0.00876491,0.441829154,-3825.768134,-0.000571001,0.413083349
7974,7974,0.122352172,0.438283826,0.122727131,0.011678356,0.00755458,0.434701266,-3826.601984,-0.000374959,0.42660547
7975,7975,0.123835652,0.423652036,0.130418399,0.005776302,0.007143493,0.429097114,-3825.911377,-0.006582747,0.417875734
7976,7976,0.132724979,0.423611173,0.139296027,0.008549457,0.007593964,0.430758521,-3825.348627,-0.006571048,0.415061715
7977,7977,0.137042746,0.423165517,0.138064554,0.014576382,0.00775933,0.427617131,-3825.176286,-0.001021808,0.408589135
7978,7978,0.134820322,0.422033436,0.141137552,0.009758005,0.00760349,0.433281374,-3825.513164,-0.00631723,0.412275432
7979,7979,0.135778953,0.431987456,0.132896939,0.021331967,0.009365761,0.440139495,-3826.542114,0.002882014,0.410655489
7980,7980,0.128188664,0.428674703,0.133527861,0.012629228,0.009045391,0.441094136,-3825.385432,-0.005339197,0.416045475
7981,7981,0.132858455,0.420714723,0.141800968,0.000342456,0.008795505,0.448625651,-3825.774324,-0.008942513,0.420372267
7982,7982,0.141151469,0.432393225,0.153533307,0.004726153,0.008183838,0.461977734,-3827.884086,-0.012381838,0.427667072
7983,7983,0.143768148,0.445876708,0.144489265,0.002847697,0.007950835,0.46432561,-3826.363683,-0.000721117,0.443029011
7984,7984,0.14597666,0.443555907,0.155639276,0.011515022,0.008459854,0.465330452,-3826.58268,-0.009662616,0.432040885
7985,7985,0.147445952,0.443422061,0.152818435,0.014311568,0.010011539,0.477331724,-3828.628183,-0.005372484,0.429110493
7986,7986,0.144148077,0.453596271,0.150975551,0.011506545,0.009575373,0.47586906,-3826.357201,-0.006827474,0.442089725
7987,7987,0.140602801,0.458714437,0.149803359,0.011753204,0.008165284,0.469130851,-3826.322155,-0.009200558,0.446961233
7988,7988,0.138306578,0.450029733,0.151194326,0.006701177,0.00811091,0.460926894,-3827.042377,-0.012887748,0.443328556
7989,7989,0.139522164,0.44126321,0.148738549,0.010089555,0.010181886,0.470922624,-3826.762242,-0.009216384,0.431173655
7990,7990,0.132304573,0.451681863,0.136214739,0.02013458,0.008997901,0.451986388,-3826.317786,-0.003910166,0.431547283
7991,7991,0.129159936,0.451471606,0.13964578,0.028489879,0.009692228,0.456802629,-3826.279666,-0.010485844,0.422981727
7992,7992,0.134838305,0.452955197,0.13882517,0.032709635,0.010114616,0.452802776,-3826.281642,-0.003986865,0.420245562
7993,7993,0.135076511,0.447428657,0.142026401,0.032934097,0.009441925,0.450191679,-3826.259895,-0.00694989,0.41449456
7994,7994,0.137457015,0.448099659,0.141417433,0.024490896,0.009491007,0.458181962,-3826.044576,-0.003960418,0.423608763
7995,7995,0.140379059,0.444846671,0.145620405,0.018907567,0.008366998,0.450005423,-3825.446119,-0.005241345,0.425939103
7996,7996,0.139046687,0.451060811,0.144997243,0.038638468,0.008311172,0.425575596,-3826.691878,-0.005950555,0.412422343
7997,7997,0.141471951,0.447886776,0.142475792,0.04228847,0.008254725,0.424580368,-3825.542418,-0.001003841,0.405598305
7998,7998,0.136840779,0.451490885,0.142161509,0.047929735,0.007921598,0.422239238,-3825.567602,-0.005320729,0.403561149
7999,7999,0.140521356,0.451778057,0.134725628,0.045627293,0.008465843,0.435428419,-3827.668355,0.005795729,0.406150764
8000,8000,0.133870837,0.461024553,0.137778167,0.054798681,0.00920079,0.431765934,-3825.699543,-0.00390733,0.406225872
8001,8001,0.133964516,0.461266426,0.140779096,0.055395949,0.008249831,0.425763329,-3825.850568,-0.00681458,0.405870477
8002,8002,0.133059392,0.454790329,0.127083602,0.04906804,0.008770966,0.427962871,-3826.907275,0.005975791,0.405722289
8003,8003,0.126042911,0.449783915,0.138217694,0.045159837,0.008834978,0.431476395,-3826.781893,-0.012174783,0.404624078
8004,8004,0.143331016,0.449774554,0.139382578,0.04101142,0.008873732,0.43634674,-3826.885901,0.003948438,0.408763135
8005,8005,0.127554898,0.44928072,0.141699029,0.042049285,0.009510933,0.438078919,-3827.367848,-0.014144131,0.407231435
8006,8006,0.149201242,0.451173971,0.141062701,0.037510654,0.008344237,0.426039301,-3829.555055,0.008138541,0.413663317
8007,8007,0.143896354,0.451672511,0.140345396,0.050586465,0.008475995,0.427970198,-3826.656815,0.003550958,0.401086046
8008,8008,0.137453628,0.460403223,0.143743216,0.058093846,0.007961748,0.423877929,-3825.855212,-0.006289588,0.402309376
8009,8009,0.129775522,0.460876792,0.137596672,0.067051508,0.009035542,0.41404282,-3826.470926,-0.00782115,0.393825283
8010,8010,0.141057977,0.449490568,0.14011482,0.053198108,0.00709823,0.401086929,-3826.714761,0.000943157,0.39629246
8011,8011,0.140083077,0.437650587,0.141498549,0.057802226,0.009417033,0.405339654,-3826.217703,-0.001415472,0.379848361
8012,8012,0.138416972,0.44198491,0.13544139,0.05995603,0.008537414,0.399891051,-3825.879043,0.002975582,0.38202888
